state,city,year,population,violent_crime,murder_and_nonnegligent_manslaughter,forcible_rape,robbery,aggravated_assault,non_violent_crime,property_crime,burglary,larceny_theft,motor_vehicle_theft
TX,Bellmead,2016,10212,152,1,26,12,113,1454,742,82,628,2
TX,Bellville,2016,4296,9,0,3,2,4,146,71,10,59,6
TX,Belton,2016,20988,40,2,3,12,23,1200,591,103,482,24
TX,Benbrook,2016,22906,36,2,7,10,17,895,457,80,353,5
TX,Beverly Hills,2016,2034,10,0,1,0,9,117,61,10,46,0
TX,Big Sandy,2016,1380,0,0,0,0,0,79,0,0,0,79
TX,Big Spring,2016,29189,174,3,6,15,150,2736,1406,305,1022,3
TX,Bishop,2016,3154,4,0,0,0,4,106,54,8,43,1
TX,Blanco,2016,1913,8,1,0,1,6,65,20,7,12,26
TX,Boerne7,2016,14368,25,0,9,3,13,722,374,39,309,0
TX,Bogata,2016,1103,3,0,0,0,3,55,22,4,18,11
TX,Bonham,2016,10070,19,0,2,5,12,469,223,45,167,34
TX,Borger,2016,12894,40,0,15,3,22,971,502,167,301,1
TX,Bovi,2016,1750,6,0,1,0,5,34,7,2,4,21
TX,Bowie,2016,5108,11,0,2,4,5,665,343,67,255,0
TX,Boyd,2016,1362,7,0,1,0,6,34,14,10,4,6
TX,Brady,2016,5560,2,0,0,0,2,244,122,21,95,6
TX,Brazoria,2016,3082,5,0,3,0,2,100,51,11,34,4
TX,Breckenridge,2016,5556,15,0,9,0,6,259,131,30,97,1
TX,Bremond,2016,919,2,0,0,0,2,43,5,3,1,34
TX,Brenham,2016,16736,44,1,13,9,21,761,390,92,264,15
TX,Bridge City,2016,7959,16,1,1,0,14,218,116,26,75,1
TX,Bridgeport,2016,6466,15,0,2,0,13,172,79,18,60,15
TX,Brookshire,2016,5203,23,0,1,6,16,139,77,34,28,0
TX,Brookside Village,2016,1577,0,0,0,0,0,10,0,0,0,10
TX,Brownfield,2016,9750,28,1,3,2,22,503,181,63,108,151
TX,Brownsville,2016,185583,448,4,50,130,264,11939,6028,917,4960,34
TX,Brownwood,2016,18983,82,0,16,3,63,1322,607,99,474,142
TX,Bryan,2016,83286,420,1,59,96,264,4985,2552,511,1899,23
TX,Buda,2016,15449,13,0,0,6,7,525,273,14,236,2
TX,Bullard,2016,2906,8,0,1,0,7,130,66,11,53,0
TX,Bulverde,2016,4999,6,0,0,1,5,275,126,14,112,23
TX,Burkburnett,2016,11088,46,0,4,3,39,688,331,64,244,49
TX,Burleson,2016,45116,84,0,16,13,55,1641,843,114,680,4
TX,Burnet,2016,6288,22,0,0,2,20,206,103,30,69,4
TX,Cactus,2016,3198,6,0,0,0,6,86,44,17,23,2
TX,Caddo Mills,2016,1497,10,0,0,0,10,32,17,14,1,0
TX,Caldwell,2016,4318,8,0,3,1,4,35,17,1,16,1
TX,Calvert,2016,1144,4,0,0,1,3,45,20,8,11,6
TX,Cameron,2016,5445,28,0,4,2,22,358,179,39,134,6
TX,Canton,2016,3790,0,0,0,0,0,190,92,0,86,12
TX,Canyon7,2016,15212,24,0,7,1,16,548,151,20,119,258
TX,Carrollton,2016,136095,220,4,51,65,100,5072,2659,500,1901,12
TX,Carthage,2016,6858,24,0,0,5,19,628,315,39,264,10
TX,Castle Hills,2016,4485,5,0,0,3,2,708,358,49,299,2
TX,Castroville,2016,2960,0,0,0,0,0,192,50,7,41,94
TX,Cedar Hill,2016,49215,116,2,10,50,54,3023,1541,207,1240,35
TX,Cedar Park,2016,69051,116,0,41,17,58,1894,964,152,777,1
TX,Celi,2016,8074,13,0,4,1,8,121,58,11,46,6
TX,Center7,2016,5218,32,0,7,1,24,500,253,35,212,0
TX,Chillicothe,2016,650,0,0,0,0,0,24,3,2,1,18
TX,Cibolo,2016,28077,24,0,3,4,17,592,302,31,253,6
TX,Cisco,2016,3769,2,0,0,0,2,148,56,23,27,42
TX,Cleburne,2016,30069,87,0,15,13,59,1536,765,153,570,48
TX,Cleveland,2016,7893,71,1,3,16,51,842,445,57,340,0
TX,Clifton,2016,3344,3,0,0,1,2,94,42,12,30,10
TX,Clute,2016,11490,16,1,1,5,9,380,195,47,138,0
TX,Clyde,2016,3784,3,0,0,1,2,140,64,18,46,12
TX,Cockrell Hill,2016,4340,31,0,5,13,13,208,108,21,75,4
TX,Coleman,2016,4334,7,0,0,0,7,242,69,44,21,108
TX,College Station,2016,110785,245,3,52,50,140,4476,2290,342,1840,4
TX,Colleyville,2016,26038,6,0,1,2,3,294,149,45,100,0
TX,Collinsville,2016,1700,0,0,0,0,0,23,9,1,8,5
TX,Colorado City,2016,4111,8,0,1,1,6,190,95,38,52,5
TX,Columbus,2016,3625,6,0,2,0,4,100,52,9,38,1
TX,Comanche,2016,4171,16,0,5,4,7,317,159,57,101,0
TX,Combes,2016,3089,0,0,0,0,0,81,39,8,31,3
TX,Commerce,2016,9062,43,0,2,6,35,533,176,37,136,184
TX,Conroe,2016,71111,252,1,39,86,126,4265,2199,376,1639,51
TX,Converse7,2016,22782,123,1,6,11,105,937,481,92,338,26
TX,Coppell,2016,41654,27,0,8,4,15,1034,516,74,416,28
TX,Copperas Cove,2016,33237,178,1,7,39,131,1866,942,173,741,10
TX,Corinth,2016,21243,36,0,1,1,34,1024,189,31,148,656
TX,Corpus Christi,2016,327948,2328,24,259,424,1621,23743,12198,2296,9246,3
TX,Corrigan,2016,1529,13,0,3,0,10,118,36,16,17,49
TX,Corsica,2016,23974,158,0,31,36,91,1712,879,222,608,3
TX,Crandall,2016,3318,13,0,0,1,12,76,39,16,20,1
TX,Crane,2016,4013,2,0,1,0,1,27,8,1,6,12
TX,Crockett,2016,6480,41,0,0,0,41,455,233,41,180,1
TX,Crosbyton7,2016,1692,0,0,0,0,0,47,24,11,12,0
TX,Crowell,2016,850,0,0,0,0,0,14,0,0,0,14
TX,Crowley,2016,15272,16,2,0,2,12,633,323,34,275,1
TX,Crystal City,2016,7566,17,0,0,2,15,144,72,36,35,1
TX,Cumby,2016,792,1,0,0,0,1,10,1,0,0,9
TX,Daingerfield,2016,2432,14,0,2,2,10,240,115,24,82,19
TX,Dalhart,2016,8455,71,0,7,1,63,8185,306,91,196,7592
TX,Dallas,2016,1320939,10071,171,767,4604,4529,82229,44910,10948,26370,1
TX,Dalworthington Gardens,2016,2395,3,0,0,2,1,73,37,15,21,0
TX,Danbury,2016,1788,2,0,1,0,1,34,2,2,0,30
TX,Dayton,2016,7638,32,1,6,3,22,465,240,32,178,15
TX,Decatur,2016,6621,13,0,1,1,11,592,286,13,258,35
TX,Deer Park,2016,34156,65,0,16,15,34,1149,592,48,509,0
TX,De Kalb,2016,1653,1,0,0,1,0,38,17,11,6,4
TX,De Leon,2016,2132,4,0,2,0,2,88,34,12,18,24
TX,Del Rio,2016,36177,58,1,3,11,43,1714,844,156,664,50
TX,Denison,2016,23237,110,0,12,12,86,1233,557,135,372,169
TX,Denton,2016,134054,349,5,95,73,176,5884,3025,543,2313,3
TX,Denver City,2016,4949,7,0,3,0,4,309,68,17,48,176
TX,DeSoto,2016,53143,174,4,19,61,90,3180,1675,396,1103,6
TX,Devine,2016,4775,16,0,3,1,12,208,105,19,80,4
TX,Diboll,2016,5399,7,0,2,1,4,136,47,19,24,46
TX,Dickinson,2016,20131,71,0,24,16,31,818,430,77,307,4
TX,Dilley,2016,4290,12,0,1,2,9,185,94,39,51,1
TX,Dimmitt,2016,4153,6,0,0,1,5,260,112,37,74,37
TX,Don,2016,16672,179,0,35,14,130,1575,806,165,604,0
TX,Double Oak,2016,3118,0,0,0,0,0,26,13,2,11,0
TX,Driscoll,2016,754,2,0,0,0,2,11,5,2,3,1
TX,Dublin,2016,3667,7,0,3,0,4,98,44,25,18,11
TX,Dumas,2016,15051,23,0,3,1,19,641,232,44,177,188
TX,Duncanville,2016,40075,203,0,21,121,61,2310,1249,240,821,0
TX,Eagle Lake,2016,3652,6,0,0,3,3,39,14,6,8,11
TX,Eagle Pass,2016,29257,43,1,0,10,32,1370,689,145,533,3
TX,Early,2016,2842,19,0,0,0,19,141,69,19,47,6
TX,Eastland,2016,3799,8,0,0,0,8,246,126,20,100,0
TX,East Mountain,2016,818,1,0,0,0,1,12,6,3,3,0
TX,Edcouch,2016,3344,0,0,0,0,0,0,0,0,0,0
TX,Edgewood,2016,1452,3,0,0,0,3,161,2,2,0,157
TX,Edinburg,2016,86535,354,3,61,51,239,8211,4183,545,3481,2
TX,Ed,2016,5855,12,0,1,1,10,270,130,27,101,12
TX,El Campo,2016,11604,50,1,4,6,39,669,339,48,279,3
TX,Electra,2016,2695,5,0,0,0,5,140,61,21,37,21
TX,Elgin,2016,9229,32,1,2,17,12,1155,182,29,132,812
TX,El Paso,2016,687193,2682,17,314,476,1875,23902,12357,1410,10135,0
TX,Elsa7,2016,6861,46,0,1,1,44,514,257,31,226,0
TX,Encil,2016,599,0,0,0,0,0,38,0,0,0,38
TX,Ennis,2016,19096,67,1,23,13,30,1014,526,99,389,0
TX,Estelline,2016,134,0,0,0,0,0,113,0,0,0,113
TX,Euless,2016,54791,112,2,12,47,51,2336,1215,212,890,19
TX,Everman,2016,6399,22,1,1,4,16,371,193,36,138,4
TX,Fairfield,2016,2905,4,0,0,1,3,64,34,4,26,0
TX,Fair Oaks Ranch,2016,7723,3,0,0,1,2,94,45,34,11,4
TX,Fairview,2016,8685,2,0,0,0,2,102,53,8,41,0
TX,Falfurrias,2016,4962,14,0,1,0,13,383,149,54,95,85
TX,Farmers Branch,2016,33571,55,0,10,29,16,1667,875,165,625,2
TX,Farmersville,2016,3474,9,0,3,3,3,113,57,12,43,1
TX,Farwell,2016,1301,0,0,0,0,0,38,17,5,11,5
TX,Ferris,2016,2552,8,0,2,1,5,103,54,14,35,0
TX,Flatonia,2016,1404,1,0,0,0,1,23,11,4,7,1
TX,Florence,2016,1249,0,0,0,0,0,25,3,1,1,20
TX,Floresville,2016,7499,25,0,4,3,18,508,249,19,210,30
TX,Flower Mound,2016,72600,33,0,7,4,22,1175,601,64,507,3
TX,Floydada,2016,2729,17,1,2,0,14,168,59,19,37,53
TX,Forest Hill,2016,12984,60,3,2,33,22,827,427,84,290,26
TX,Forney,2016,19252,24,0,5,3,16,632,324,58,240,10
TX,Fort Stockton,2016,8721,45,0,5,1,39,2818,221,43,168,2386
TX,Fort Worth,2016,851849,4483,66,499,1165,2753,53868,28124,5316,20422,6
TX,Frankston,2016,1163,12,0,1,0,11,73,37,12,19,5
TX,Fredericksburg,2016,11205,9,0,0,1,8,402,196,28,163,15
TX,Freeport,2016,12175,30,0,2,6,22,646,328,75,238,5
TX,Freer,2016,2718,16,0,1,2,13,161,75,13,57,16
TX,Friendswood,2016,39402,27,0,11,6,10,593,302,36,250,5
TX,Frio,2016,3849,1,0,1,0,0,121,33,12,16,60
TX,Frisco,2016,162917,126,0,21,27,78,4725,2392,314,2018,1
TX,Fulshear,2016,8237,2,0,0,0,2,109,55,16,38,0
TX,Fulton,2016,1580,1,0,0,0,1,113,37,22,15,39
TX,Gainesville,2016,16349,98,0,25,8,65,1108,563,97,427,21
TX,Gale Park,2016,11209,41,0,5,11,25,499,162,43,98,196
TX,Galveston,2016,50667,244,6,60,77,101,3346,1771,331,1244,0
TX,Gado,2016,2116,6,0,2,1,3,37,17,6,11,3
TX,Garden Ridge,2016,3971,7,0,3,0,4,1001,83,10,70,838
TX,Garland,2016,238859,767,7,117,345,298,14506,7663,1477,5348,18
TX,Gatesville7,2016,15717,25,1,12,1,11,359,169,32,119,39
TX,Georgetown,2016,67436,85,0,22,11,52,1375,707,124,544,0
TX,George West,2016,2670,10,0,0,1,9,56,25,4,21,6
TX,Giddings,2016,5102,18,0,1,4,13,234,110,0,104,20
TX,Gilmer,2016,5246,40,0,3,1,36,387,194,32,142,19
TX,Gladewater,2016,6427,40,2,2,3,33,403,199,39,141,24
TX,Glenn Heights,2016,12185,48,0,3,13,32,559,291,68,199,1
TX,Godley,2016,1082,1,0,0,0,1,28,11,1,9,7
TX,Gonzales,2016,7609,91,0,14,1,76,377,192,32,153,0
TX,Gorman,2016,1045,6,0,2,0,4,45,19,8,11,7
TX,Graham7,2016,8857,18,0,3,2,13,261,128,23,98,12
TX,Granbury,2016,9683,15,0,3,2,10,1423,466,47,407,503
TX,Grand Prairie,2016,190270,587,9,139,185,254,8555,4527,704,3320,4
TX,Grand Saline,2016,3130,5,0,4,0,1,98,51,9,38,0
TX,Granger,2016,1536,1,0,0,0,1,37,16,1,15,5
TX,Granite Shoals,2016,5104,7,0,0,0,7,93,49,4,40,0
TX,Grapeland,2016,1404,4,0,0,0,4,137,36,21,15,65
TX,Grapevine,2016,52423,87,0,7,20,60,2509,1256,139,1052,62
TX,Greenville,2016,26689,128,4,22,33,69,1547,804,140,602,1
TX,Gregory,2016,2012,4,0,0,0,4,15,7,3,3,2
TX,Groesbeck,2016,4299,8,0,3,1,4,223,102,43,57,21
TX,Groves,2016,15680,82,0,8,12,62,787,387,85,281,34
TX,Gun Barrel City,2016,6048,16,0,1,2,13,317,175,50,91,1
TX,Hallettsville,2016,2601,4,0,1,0,3,198,50,6,43,99
TX,Haltom City,2016,44558,117,0,30,30,57,2027,1059,222,738,8
TX,Hamilton,2016,2908,13,0,1,0,12,200,102,36,58,4
TX,Hamlin,2016,2026,6,0,0,2,4,44,24,9,11,0
TX,Happy,2016,651,0,0,0,0,0,39,0,0,0,39
TX,Harker Heights,2016,29600,72,0,14,24,34,1918,944,146,759,69
TX,Harlingen,2016,65913,281,2,35,58,186,5115,2590,503,2018,4
TX,Haskell,2016,3209,7,0,0,1,6,24,14,3,7,0
TX,Hawkins,2016,1296,0,0,0,0,0,19,9,4,5,1
TX,Hawley,2016,610,0,0,0,0,0,11,5,0,4,2
TX,Hearne,2016,4459,28,0,6,6,16,157,79,26,51,1
TX,Heath,2016,8400,7,0,4,0,3,97,47,13,33,4
TX,Hedwig Village,2016,2724,3,0,0,3,0,366,183,13,166,4
TX,Helotes,2016,8855,7,0,4,3,0,420,211,27,180,2
TX,Hemphill,2016,1209,0,0,0,0,0,34,16,2,12,4
TX,Hempstead,2016,7403,78,0,10,9,59,350,163,37,122,28
TX,Henderson,2016,13491,103,1,4,6,92,1137,571,85,458,23
TX,Hereford,2016,14941,56,0,1,7,48,739,378,97,258,6
TX,Hewitt,2016,14384,23,0,3,3,17,264,133,29,98,4
TX,Hickory Creek,2016,4348,3,0,0,1,2,167,77,6,67,17
TX,Hidalgo,2016,13943,22,0,5,3,14,584,291,30,244,19
TX,Highland Park,2016,9316,5,0,0,1,4,382,199,32,148,3
TX,Highland Village,2016,16357,8,0,2,1,5,219,109,17,89,4
TX,Hill Country Village,2016,1083,0,0,0,0,0,116,52,8,40,16
TX,Hillsboro,2016,8297,20,0,4,9,7,551,278,44,218,11
TX,Hitchcock,2016,7753,27,1,3,5,18,408,206,59,136,7
TX,Hollywood Park,2016,3338,2,0,0,1,1,158,78,10,61,9
TX,Hondo,2016,9178,66,0,13,2,51,605,306,49,248,2
TX,Hooks,2016,2739,0,0,0,0,0,95,39,13,24,19
TX,Horizon City,2016,19808,10,0,0,4,6,294,153,19,115,7
TX,Horseshoe Bay,2016,3585,10,0,1,0,9,12805,37,7,23,12738
TX,Houston,2016,2334348,23960,301,1210,9962,12487,188974,100856,18488,69630,0
TX,Howe,2016,2840,7,0,0,0,7,32,16,4,12,0
TX,Hubbard,2016,1359,0,0,0,0,0,7,3,1,2,1
TX,Hudson,2016,4837,10,0,0,1,9,46,23,14,8,1
TX,Hudson Oaks,2016,2262,4,0,2,1,1,234,117,11,105,1
TX,Hughes Springs,2016,1780,1,0,0,0,1,186,8,2,5,171
TX,Humble,2016,15770,121,0,16,64,41,2964,1567,158,1238,1
TX,Huntington,2016,2145,6,0,3,0,3,137,44,17,26,50
TX,Huntsville7,2016,41390,174,1,27,26,120,1508,745,139,556,68
TX,Hurst,2016,39345,96,1,17,39,39,3200,1627,156,1403,14
TX,Hutchins,2016,5809,23,0,0,12,11,376,191,44,133,8
TX,Hutto,2016,24160,19,0,4,2,13,351,178,28,142,3
TX,Idalou,2016,2343,2,0,0,0,2,33,18,4,11,0
TX,Indian Lake,2016,642,0,0,0,0,0,3,1,0,1,1
TX,Ingram,2016,1828,5,0,0,0,5,81,40,7,32,2
TX,Iowa Park,2016,6338,5,0,1,0,4,781,75,20,53,633
TX,Irving,2016,240765,521,5,37,213,266,12348,6490,1183,4674,1
TX,Italy,2016,1904,8,0,1,0,7,28,14,7,6,1
TX,Itasca,2016,1621,5,0,1,0,4,82,26,11,14,31
TX,Jacinto City,2016,10825,27,0,0,15,12,519,270,48,191,10
TX,Jacksboro,2016,4410,12,0,5,0,7,171,83,20,53,15
TX,Jacksonville,2016,14950,116,0,11,17,88,1014,513,118,380,3
TX,Jamaica Beach,2016,1059,1,0,0,1,0,28,15,2,10,1
TX,Jarrell,2016,1209,0,0,0,0,0,33,14,3,10,6
TX,Jasper,2016,7617,38,0,0,6,32,800,403,123,274,0
TX,Jefferson,2016,2038,15,0,2,2,11,112,42,14,28,28
TX,Jersey Village,2016,7954,16,0,2,5,9,388,208,33,147,0
TX,Johnson City,2016,2021,1,0,0,0,1,13,6,0,6,1
TX,Jones Creek,2016,2076,0,0,0,0,0,49,23,5,17,4
TX,Jonestown,2016,2074,3,0,2,0,1,58,31,9,18,0
TX,Josephine,2016,1139,1,0,0,1,0,5,0,0,0,5
TX,Joshua,2016,6101,26,0,5,0,21,133,69,15,49,0
TX,Jourdanton,2016,4355,3,0,0,0,3,6,3,1,2,0
TX,Junction,2016,2421,3,0,0,0,3,30,14,1,13,2
TX,Karnes City,2016,3437,18,0,3,1,14,176,87,22,63,4
TX,Keene7,2016,6206,26,0,3,1,22,195,96,24,68,7
TX,Keller,2016,47047,30,0,8,3,19,530,265,48,210,7
TX,Kemah,2016,2028,7,0,1,4,2,316,159,11,141,5
TX,Kenedy,2016,3444,14,1,0,2,11,373,185,41,139,8
TX,Kennedale,2016,7910,12,1,3,3,5,304,155,56,91,2
TX,Kermit,2016,6596,2,0,0,1,1,98,36,13,21,28
TX,Kerrville,2016,23287,72,2,9,6,55,1197,597,92,477,31
TX,Kilgore,2016,15258,64,0,12,11,41,1366,523,86,406,351
TX,Killeen,2016,143248,996,16,129,234,617,7563,3946,1124,2471,22
TX,Kingsville,2016,26227,65,2,3,8,52,1838,919,193,704,22
TX,Kirby,2016,8658,32,0,0,7,25,364,193,53,118,0
TX,Kirbyville,2016,2128,8,0,1,1,6,66,33,8,25,0
TX,Knox City,2016,1194,9,0,1,0,8,64,29,11,18,6
TX,Kountze,2016,2074,5,0,0,0,5,57,31,9,16,1
TX,Kress,2016,681,3,0,1,0,2,57,2,1,0,54
TX,Kyle,2016,37407,77,3,8,7,59,1184,612,75,483,14
TX,Lacy-Lakeview,2016,6629,31,0,5,5,21,458,235,40,181,2
TX,La Feria,2016,7349,19,0,2,1,16,351,174,40,132,5
TX,Lago Vista,2016,6643,35,0,6,2,27,133,68,18,45,2
TX,La Grange,2016,4728,30,0,6,3,21,144,73,18,53,0
TX,La Grulla,2016,1709,4,0,0,0,4,32,16,3,13,0
TX,Lagu Vista,2016,3223,7,0,0,0,7,54,27,8,19,0
TX,Lake City,2016,520,0,0,0,0,0,10,0,0,0,10
TX,Lake Dallas,2016,8053,24,0,6,2,16,170,75,19,46,30
TX,Lake Jackson,2016,27676,54,1,15,15,23,858,443,63,350,2
TX,Lakeside,2016,1401,1,0,0,0,1,24,7,1,4,12
TX,Lakeway,2016,14771,18,0,2,0,16,405,203,22,169,11
TX,Lake Worth,2016,4870,15,0,0,10,5,945,451,101,339,54
TX,La Marque,2016,16191,123,4,10,21,88,1653,845,172,619,17
TX,Lamesa,2016,9429,60,1,9,3,47,932,371,88,266,207
TX,Lancaster,2016,39219,224,4,21,88,111,2380,1257,288,762,73
TX,La Porte,2016,35410,73,1,11,13,48,1360,602,97,432,229
TX,Laredo,2016,259325,940,12,148,160,620,15552,7890,1015,6646,1
TX,La Vernia,2016,1312,3,0,0,1,2,50,25,5,19,1
TX,La Villa,2016,2632,3,0,0,0,3,17,9,2,6,0
TX,Lavon,2016,3045,1,0,0,0,1,118,13,2,11,92
TX,League City,2016,101436,82,5,35,22,20,3803,1937,256,1589,21
TX,Leander,2016,40650,46,0,19,4,23,952,455,57,377,63
TX,Leon Valley,2016,11376,36,0,2,6,28,1514,779,94,622,19
TX,Levelland,2016,13997,84,0,25,4,55,1303,526,148,359,270
TX,Lewisville,2016,105762,211,0,45,49,117,4846,2558,449,1839,0
TX,Lexington,2016,1183,6,0,1,1,4,73,27,4,23,19
TX,Liberty,2016,9169,37,0,6,1,30,645,329,36,274,6
TX,Lindale,2016,5883,26,0,3,1,22,413,208,47,155,3
TX,Linden,2016,1978,16,0,0,2,14,89,36,20,13,20
TX,Little Elm,2016,41421,41,0,12,1,28,791,397,55,322,17
TX,Littlefield,2016,6033,49,0,5,1,43,337,151,40,94,52
TX,Live Oak,2016,15809,25,1,3,9,12,1391,714,76,586,15
TX,Livingston,2016,5140,26,0,6,4,16,415,210,22,173,10
TX,Lockhart,2016,13590,36,0,7,6,23,626,318,79,229,0
TX,Lone Star,2016,1514,9,0,0,2,7,117,57,16,41,3
TX,Lore,2016,1745,3,0,1,1,1,59,30,2,25,2
TX,Los Fresnos,2016,6716,43,0,2,1,40,1454,203,27,174,1050
TX,Lubbock,2016,252900,2741,6,177,471,2087,24357,12661,2678,8933,85
TX,Lufkin,2016,36581,139,1,4,32,102,3004,1542,293,1164,5
TX,Luling,2016,5838,25,0,4,2,19,236,111,21,85,19
TX,Lumberton,2016,12500,22,1,2,0,19,399,207,32,156,4
TX,Lyford,2016,2605,11,0,2,1,8,102,50,13,33,6
TX,Lytle,2016,2946,2,0,0,0,2,354,174,20,148,12
TX,Madisonville7,2016,4681,38,0,1,5,32,342,175,41,122,4
TX,Magnolia,2016,1932,5,0,0,4,1,73,38,17,17,1
TX,Malakoff,2016,2292,16,0,1,1,14,30,13,8,4,5
TX,Manor,2016,8200,36,1,2,4,29,602,279,22,252,49
TX,Mansfield,2016,65882,67,1,16,19,31,1509,777,118,610,4
TX,Manvel,2016,8645,4,0,0,1,3,222,108,41,63,10
TX,Marble Falls,2016,6323,23,0,6,0,17,592,298,60,228,6
TX,Marlin,2016,5626,14,0,0,0,14,105,26,9,11,59
TX,Marshall,2016,23876,137,3,5,31,98,1905,982,298,625,0
TX,Martindale,2016,1237,0,0,0,0,0,8,1,1,0,6
TX,Mathis,2016,5062,51,0,0,2,49,403,146,43,97,117
TX,McAllen,2016,142227,215,3,40,65,107,8973,4470,331,4022,150
TX,McKinney,2016,169689,243,5,49,65,124,4323,2231,288,1793,11
TX,Meadows Place,2016,4781,8,2,1,3,2,222,115,22,82,3
TX,Melissa,2016,8132,7,1,0,1,5,168,84,13,68,3
TX,Memorial Villages,2016,12282,6,0,0,5,1,225,114,26,85,0
TX,Memphis,2016,2109,9,0,0,1,8,80,23,10,13,34
TX,Mercedes,2016,16830,84,0,13,6,65,1303,668,106,528,1
TX,Merkel,2016,2619,7,0,0,0,7,805,36,10,25,734
TX,Mesquite,2016,145786,603,2,66,250,285,10346,5534,957,3843,12
TX,Mexia,2016,7393,61,1,7,10,43,639,233,47,174,185
TX,Midland,2016,137780,412,3,24,93,292,6537,3352,604,2563,18
TX,Midlothian,2016,23085,32,1,10,3,18,557,287,43,226,1
TX,Milford,2016,741,0,0,0,0,0,14,5,2,2,5
TX,Mineola,2016,4649,9,0,3,0,6,261,107,19,83,52
TX,Mineral Wells,2016,14391,56,0,1,3,52,1360,649,138,459,114
TX,Mission,2016,84380,120,0,36,40,44,4338,2179,358,1707,94
TX,Missouri City,2016,75607,144,3,22,56,63,2444,1263,216,953,12
TX,Mohans,2016,7854,24,0,5,1,18,305,144,32,100,29
TX,Mont Belvieu,2016,5482,15,0,2,6,7,199,114,12,73,0
TX,Montgomery,2016,849,4,0,1,0,3,44,22,8,14,0
TX,Morgans Point Resort,2016,4257,6,0,0,0,6,28,14,3,11,0
TX,Moulton,2016,911,1,0,0,0,1,17,0,0,0,17
TX,Mount Pleasant,2016,16058,73,0,16,13,44,1156,585,117,451,3
TX,Muleshoe,2016,5193,1,0,0,0,1,151,77,10,64,0
TX,Munday,2016,1347,1,0,0,0,1,53,25,11,14,3
TX,Murphy,2016,21175,6,0,0,0,6,306,153,7,143,3
TX,Mustang Ridge,2016,990,1,0,0,0,1,55,10,5,2,38
TX,cogdoches,2016,34079,116,1,29,27,59,1695,865,185,642,3
TX,ples,2016,1333,3,1,1,1,0,90,45,13,29,3
TX,sh,2016,3177,10,0,1,0,9,134,59,10,46,19
TX,ssau Bay,2016,4118,4,0,1,2,1,262,140,20,101,1
TX,talia,2016,1504,2,0,0,0,2,123,51,21,29,22
TX,vasota,2016,7545,57,1,5,6,45,436,215,57,136,28
TX,Nederland,2016,17240,45,0,9,2,34,790,409,62,319,0
TX,Needville,2016,3088,3,0,1,0,2,45,20,8,12,5
TX,New Boston,2016,4666,7,0,0,0,7,458,141,14,122,181
TX,New Braunfels,2016,73334,207,1,34,25,147,3262,1721,245,1295,1
TX,Nixon,2016,2482,2,0,0,1,1,105,52,22,29,2
TX,Noco,2016,2921,11,0,1,1,9,28,13,7,4,4
TX,Normangee,2016,695,4,0,0,0,4,35,19,7,8,1
TX,Northeast,2016,2535,2,0,0,1,1,154,74,6,67,7
TX,Northlake,2016,2329,6,0,0,0,6,189,57,13,37,82
TX,North Richland Hills,2016,70409,129,2,35,39,53,2658,1370,198,1090,0
TX,Oak Ridge,2016,180,1,0,0,0,1,3,0,0,0,3
TX,Oak Ridge North,2016,3181,4,0,0,1,3,586,76,7,66,437
TX,Odessa,2016,123209,996,4,75,136,781,7803,4118,791,2890,4
TX,Olmos Park,2016,2420,0,0,0,0,0,81,41,2,35,3
TX,Olney,2016,3159,2,0,0,2,0,106,54,20,31,1
TX,Olton,2016,2121,4,0,0,0,4,16,8,3,4,1
TX,Omaha,2016,986,1,0,0,0,1,20,9,3,5,3
TX,Olaska,2016,1770,8,0,0,0,8,77,14,10,1,52
TX,Orange,2016,19493,126,3,0,39,84,1012,530,177,301,4
TX,Orange Grove,2016,1337,7,0,0,1,6,58,30,6,20,2
TX,Overton,2016,2532,27,1,1,0,25,81,40,12,26,3
TX,Ovilla,2016,3933,0,0,0,0,0,62,31,8,20,3
TX,Oyster Creek,2016,1136,19,0,1,0,18,66,34,9,22,1
TX,Paducah,2016,1109,1,0,0,0,1,28,10,4,5,9
TX,Palacios,2016,4617,13,0,4,0,9,311,136,39,88,48
TX,Palestine,2016,18194,240,2,37,17,184,894,471,114,309,0
TX,Palmer,2016,2064,3,0,0,1,2,97,46,13,33,5
TX,Palmhurst,2016,2714,7,0,1,1,5,167,86,6,75,0
TX,Palm Valley,2016,1291,1,0,1,0,0,18,0,0,0,18
TX,Palmview,2016,5763,83,3,4,7,69,626,300,59,223,44
TX,Pampa,2016,18228,101,3,0,11,87,1630,837,178,615,0
TX,Panhandle,2016,2321,10,0,0,0,10,72,13,4,9,46
TX,Paris,2016,24706,169,1,3,28,137,1934,990,276,668,0
TX,Parker,2016,4488,5,0,2,0,3,457,22,10,12,413
TX,Pasade,2016,154648,691,3,105,211,372,7606,4008,683,2912,3
TX,Patton Village,2016,1632,3,0,0,0,3,130,12,3,6,109
TX,Pearland,2016,112814,197,1,37,62,97,3988,2046,254,1683,5
TX,Pearsall,2016,10151,16,0,1,3,12,361,182,56,121,2
TX,Pecos,2016,9669,58,1,6,2,49,381,191,31,158,1
TX,Pelican Bay,2016,1653,2,1,0,1,0,22,7,4,2,9
TX,Penitas,2016,4785,22,0,2,1,19,237,103,15,79,40
TX,Pflugerville,2016,58975,144,2,21,28,93,1940,948,119,789,84
